maker-ptg000013l-augustus-gene-1.11-mRNA-1	2679
maker-ptg000013l-augustus-gene-1.30-mRNA-1	0
maker-ptg000013l-augustus-gene-1.33-mRNA-1	3
maker-ptg000013l-augustus-gene-2.63-mRNA-1	253
maker-ptg000013l-augustus-gene-3.35-mRNA-1	0
maker-ptg000013l-augustus-gene-4.47-mRNA-1	118
maker-ptg000013l-augustus-gene-4.65-mRNA-1	100
maker-ptg000013l-augustus-gene-4.73-mRNA-1	25
maker-ptg000013l-augustus-gene-4.93-mRNA-1	2
maker-ptg000013l-augustus-gene-4.95-mRNA-1	3
maker-ptg000013l-est_gff_est2genome-gene-1.49-mRNA-1	17
maker-ptg000013l-est_gff_est2genome-gene-3.4-mRNA-1	0
maker-ptg000013l-est_gff_est2genome-gene-4.115-mRNA-1	0
maker-ptg000013l-snap-gene-0.32-mRNA-1	5
maker-ptg000013l-snap-gene-0.33-mRNA-1	49
maker-ptg000013l-snap-gene-2.16-mRNA-1	1530
maker-ptg000013l-snap-gene-2.20-mRNA-1	0
maker-ptg000013l-snap-gene-2.21-mRNA-1	15
maker-ptg000013l-snap-gene-2.22-mRNA-1	1
maker-ptg000013l-snap-gene-2.24-mRNA-1	1
maker-ptg000013l-snap-gene-3.16-mRNA-1	60
maker-ptg000013l-snap-gene-3.9-mRNA-1	1
maker-ptg000013l-snap-gene-4.131-mRNA-1	1527
maker-ptg000013l-snap-gene-4.134-mRNA-1	584
maker-ptg000013l-snap-gene-4.135-mRNA-1	1
maker-ptg000013l-snap-gene-4.138-mRNA-1	8
maker-ptg000013l-snap-gene-4.143-mRNA-1	6186
maker-ptg000013l-snap-gene-4.155-mRNA-1	169
maker-ptg000013l-snap-gene-4.185-mRNA-1	0
maker-ptg000013l-snap-gene-4.188-mRNA-1	17
maker-ptg000013l-snap-gene-4.194-mRNA-1	19
maker-ptg000013l-snap-gene-4.198-mRNA-1	0
maker-ptg000013l-snap-gene-4.200-mRNA-1	3
maker-ptg000013l-snap-gene-4.207-mRNA-1	465
maker-ptg000014l-augustus-gene-2.9-mRNA-1	1
maker-ptg000014l-augustus-gene-3.29-mRNA-1	435
maker-ptg000014l-augustus-gene-4.131-mRNA-1	63
maker-ptg000014l-augustus-gene-4.162-mRNA-1	104
maker-ptg000014l-augustus-gene-4.186-mRNA-1	16
maker-ptg000014l-augustus-gene-5.10-mRNA-1	38
maker-ptg000014l-augustus-gene-6.0-mRNA-1	31
maker-ptg000014l-augustus-gene-7.1-mRNA-1	8
maker-ptg000014l-augustus-gene-7.16-mRNA-1	0
maker-ptg000014l-augustus-gene-7.18-mRNA-1	1
maker-ptg000014l-augustus-gene-7.20-mRNA-1	68
maker-ptg000014l-augustus-gene-7.5-mRNA-1	0
maker-ptg000014l-augustus-gene-7.53-mRNA-1	16
maker-ptg000014l-augustus-gene-7.61-mRNA-1	37
maker-ptg000014l-augustus-gene-7.77-mRNA-1	432
